Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
P15806	Q9Z2S7	TCF3	TSC22D3			MGI:98510	MGI:1196284	20211142:0018:HT|20211142:0397:HT
P15806	Q9Z2U2	TCF3	ZFP292			MGI:98510	MGI:1353423	20211142:0018:HT|20211142:0397:HT
P15864	P97377	H1-2	CDK2			MGI:1931526	MGI:104772	22898779:0415:LC|9281369:0415:LC|12970760:0415:LC
P15919	P15919	RAG1	RAG1			MGI:97848	MGI:97848	19396172:0071:LC|19396172:0114:LC|25707801:0114:LC|29628308:0114:LC|19396172:0067:LC|32015553:0114:LC|32945578:0114:LC|14671314:0415:LC|32015552:0114:LC
P15919	P21784	RAG1	RAG2			MGI:97848	MGI:97849	32945578:0114:LC|21149691:0071:LC|25707801:0114:LC|29628308:0114:LC|32015553:0114:LC|32015552:0114:LC
P15927	P25206	RPA2	MCM3			HGNC:10290	MGI:101845	12614612:0018:HT
P15927	P49717	RPA2	MCM4			HGNC:10290	MGI:103199	12614612:0018:HT
P15927	P49718	RPA2	MCM5			HGNC:10290	MGI:103197	12614612:0018:HT
P15927	P97310	RPA2	MCM2			HGNC:10290	MGI:105380	12614612:0018:HT
P15927	Q60862	RPA2	ORC2			HGNC:10290	MGI:1328306	12614612:0018:HT
P15927	Q9WUV0	RPA2	ORC5			HGNC:10290	MGI:1347044	12614612:0018:HT
P15927	Q9Z1N2	RPA2	ORC1			HGNC:10290	MGI:1328337	12614612:0018:HT
P16045	P16045	LGALS1	LGALS1			MGI:96777	MGI:96777	PDB_4LBQ:0114:LC
P16110	Q62448	LGALS3	EIF4G2			MGI:96778	MGI:109207	11591653:0397:HT
P16297	P34902	IL2RB	IL2RG			MGI:96550	MGI:96551	30626941:0114:LC
P16330	P16330	CNP	CNP			MGI:88437	MGI:88437	23831225:0114:LC|26563764:0114:LC|22393399:0114:LC
P16675	P16675	CTSA	CTSA			MGI:97748	MGI:97748	33980489:0114:LC
P16675	P23780	CTSA	GLB1			MGI:97748	MGI:88151	33980489:0114:LC
P16858	P16858	GAPDH	GAPDH			MGI:95640	MGI:95640	PDB_6LGJ:0114:LC|PDB_6LGM:0114:LC|PDB_6LGK:0114:LC
P16872	Q8CII9	IL7R	CRLF2			MGI:96562	MGI:1889506	24632570:0114:LC|24632570:0067:LC|24632570:0071:LC
P16872	Q9JIE6	IL7R	TSLP			MGI:96562	MGI:1855696	24632570:0114:LC|24632570:0107:LC
P16951	P47811	ATF2	MAPK14			MGI:109349	MGI:1346865	15767678:0415:LC|15192015:0415:LC
P17047	P17047	LAMP2	LAMP2			MGI:96748	MGI:96748	27663661:0114:LC
P17208	P19785	POU4F1	ESR1			MGI:102525	MGI:1352467	20211142:0018:HT
P17427	P17427	AP2A2	AP2A2			MGI:101920	MGI:101920	19140243:0114:LC
P17427	P42567	AP2A2	EPS15			MGI:101920	MGI:104583	12057195:0114:LC|12057195:0096:LC
P17427	P62743	AP2A2	AP2S1			MGI:101920	MGI:2141861	12086608:0114:LC|19140243:0114:LC|19140243:0071:LC
P17427	Q9Z0R4	AP2A2	ITSN1			MGI:101920	MGI:1338069	20160082:0114:LC
P17433	P17679	SPI1	GATA1			MGI:98282	MGI:95661	20211142:0018:HT
P17433	P41136	SPI1	ID2			MGI:98282	MGI:96397	20211142:0018:HT
P17433	P45481	SPI1	CREBBP			MGI:98282	MGI:1098280	20211142:0018:HT|10050886:0096:LC|10050886:0018:LC|10050886:0004:LC
P17433	Q04742	SPI1	EMX1			MGI:98282	MGI:95387	20211142:0018:HT|20211142:0397:HT
P17515	P17515	CXCL10	CXCL10			MGI:1352450	MGI:1352450	18560148:0114:LC
P17919	Q923E4	HOXB1	SIRT1			MGI:96182	MGI:2135607	20211142:0018:HT|20211142:0397:HT
P17919	Q924Z4	HOXB1	CERS2			MGI:96182	MGI:1924143	20211142:0018:HT|20211142:0397:HT
P18052	P18052	PTPRA	PTPRA			MGI:97808	MGI:97808	10777529:0004:LC|10777529:0018:LC|10777529:0096:LC|8700232:0114:LC|7518772:0434:LC
P18111	P97334	CDX1	NKX2-3			MGI:88360	MGI:97348	20211142:0018:HT|20211142:0397:HT
P18111	Q64317	CDX1	DLX1			MGI:88360	MGI:94901	20211142:0018:HT|20211142:0397:HT
P18111	Q6P9Y7	CDX1	ZFP82			MGI:88360	MGI:1890753	20211142:0018:HT|20211142:0397:HT
P18111	Q9D0D5	CDX1	GTF2E1			MGI:88360	MGI:1921447	20211142:0018:HT|20211142:0397:HT
P18181	Q07763	CD48	CD244			MGI:88339	MGI:109294	17950006:0114:LC
P18469	P18469	H2-EB1	H2-EB1			MGI:95901	MGI:95901	8638119:0114:LC|24855945:0114:LC
P18469	Q9Z324	H2-EB1	DPM2			MGI:95901	MGI:1330238	11591653:0397:HT
P18872	P97428	GNAO1	RGS16			MGI:95775	MGI:108407	18434540:0114:LC|18434540:0071:LC
P18893	P18893	IL10	IL10			MGI:96537	MGI:96537	PDB_4X51:0114:LC
P19091	P25425	AR	POU2F1			MGI:88064	MGI:101898	20211142:0018:HT
P19091	Q61026	AR	NCOA2			MGI:88064	MGI:1276533	20211142:0018:HT|17911242:0114:LC|8643509:0018:LC|8643509:0004:LC
P19096	P19096	FASN	FASN			MGI:95485	MGI:95485	PDB_5MY2:0114:LC|29328619:0114:LC|31811668:0114:LC
P19123	P48787	TNNC1	TNNI3			MGI:98779	MGI:98783	31954841:0114:LC
P19123	P50752	TNNC1	TNNT2			MGI:98779	MGI:104597	31954841:0114:LC
P19137	P19137	LAMA1	LAMA1			MGI:99892	MGI:99892	17307732:0114:LC
P19157	P19157	GSTP1	GSTP1			MGI:95865	MGI:95865	2065650:0114:LC|9677344:0114:LC|PDB_2OA7:0114:LC|8145243:0114:LC|9446594:0114:LC|PDB_2OAC:0114:LC|PDB_2OAD:0114:LC|21134126:0114:LC
P19221	P19221	F2	F2			MGI:88380	MGI:88380	17428793:0114:LC|17606903:0114:LC|PDB_3EDX:0114:LC|19586901:0114:LC
P19785	Q61026	ESR1	NCOA2			MGI:1352467	MGI:1276533	20211142:0018:HT|8643509:0018:LC|8643509:0004:LC
P19785	Q63934	ESR1	POU4F2			MGI:1352467	MGI:102524	20211142:0018:HT|9448000:0004:LC|9448000:0019:LC|9448000:0018:LC
P20067	P20067	ID1	ID1			MGI:96396	MGI:96396	31577956:0114:LC
P20067	Q60722	ID1	TCF4			MGI:96396	MGI:98506	20211142:0018:HT|20211142:0397:HT|11591653:0018:HT|11591653:0397:HT
P20067	Q61286	ID1	TCF12			MGI:96396	MGI:101877	20211142:0018:HT|7791788:0018:LC
P20067	Q61909	ID1	RUNX1T1			MGI:96396	MGI:104793	20211142:0397:HT|11591653:0397:HT
P20108	P20108	PRDX3	PRDX3			MGI:88034	MGI:88034	11591653:0018:HT|11591653:0397:HT
P20263	P20263	POU5F1	POU5F1			MGI:101893	MGI:101893	23376973:0114:LC
P20263	P48432	POU5F1	SOX2			MGI:101893	MGI:98364	PDB_6HT5:0114:LC
P20334	P20334	TNFRSF9	TNFRSF9			MGI:1101059	MGI:1101059	29242193:0114:LC|10518213:0114:LC
P20334	P41274	TNFRSF9	TNFSF9			MGI:1101059	MGI:1101058	30545939:0114:LC
P20826	P20826	KITLG	KITLG			MGI:96974	MGI:96974	17255936:0114:LC
P20917	P20917	MAG	MAG			MGI:96912	MGI:96912	27922006:0114:LC
P20937	P20937	KLRA1	KLRA1			MGI:101907	MGI:101907	10604468:0114:LC|9761682:0114:LC
P21279	P21279	GNAQ	GNAQ			MGI:95776	MGI:95776	26755720:0114:LC|18096806:0114:LC|23434405:0114:LC
P21447	P21447	ABCB1A	ABCB1A			MGI:97570	MGI:97570	PDB_4LSG:0114:LC|24155053:0114:LC|27864369:0114:LC|19325113:0114:LC
P21784	P21784	RAG2	RAG2			MGI:97849	MGI:97849	18025461:0114:LC|18033247:0114:LC
P21784	P68433	RAG2	H3C1|H3C8|H3C10|H3C11			MGI:97849	MGI:2668828|MGI:2448349|MGI:2448350|MGI:2145541	18025461:0114:LC
P21784	P84228	RAG2	H3C2|H3C3|H3C4|H3C6|H3C7|H3C13|H3C14|H3C15			MGI:97849	MGI:2448351|MGI:2448355|MGI:2448357|MGI:2448319|MGI:2448320|MGI:2448322|MGI:2448326|MGI:2448329	18025461:0114:LC
P21803	P21803	FGFR2	FGFR2			MGI:95523	MGI:95523	PDB_4HWU:0114:LC
P21836	P21836	ACHE	ACHE			MGI:87876	MGI:87876	21090615:0114:LC|26751405:0114:LC|18975951:0114:LC|17443135:0114:LC|10521413:0114:LC|19732756:0114:LC|14757816:0114:LC|23984975:0114:LC|26350723:0114:LC|23339663:0114:LC|26731630:0114:LC|22140425:0114:LC|17402711:0114:LC|27598521:0114:LC|27140636:0114:LC|22052791:0114:LC|12505979:0114:LC|23376121:0114:LC|28867801:0114:LC|30339371:0114:LC|PDB_2Y2U:0114:LC|23161758:0114:LC|16837465:0114:LC|9915834:0114:LC|32610016:0114:LC|16876764:0114:LC|16388582:0114:LC|PDB_2Y2V:0114:LC|19714254:0114:LC|19536291:0114:LC|26929400:0114:LC
P22091	Q8BZL8	TAL1	LMO3			MGI:98480	MGI:102810	20211142:0018:HT|20211142:0397:HT
P22227	Q61545	ZFP42	EWSR1			MGI:99187	MGI:99960	20211142:0018:HT|20211142:0397:HT
P22361	P22361	HNF1A	HNF1A			MGI:98504	MGI:98504	10966642:0114:LC|11106484:0114:LC|11439029:0114:LC
P22361	P27889	HNF1A	HNF1B			MGI:98504	MGI:98505	20211142:0018:HT
P22361	P61458	HNF1A	PCBD1			MGI:98504	MGI:94873	20211142:0018:HT|20211142:0397:HT
P22361	Q04742	HNF1A	EMX1			MGI:98504	MGI:95387	20211142:0018:HT|20211142:0397:HT
P22361	Q99PM3	HNF1A	GTF2A1			MGI:98504	MGI:1933277	20211142:0018:HT|20211142:0397:HT
P22366	P22366	MYD88	MYD88			MGI:108005	MGI:108005	30108181:0018:LC|15102471:0018:LC|30108181:0004:LC
P22366	P56477	MYD88	IRF5			MGI:108005	MGI:1350924	15665823:0019:LC|15665823:0007:LC|17018642:0055:LC|15665823:0055:LC
P22366	Q8R4K2	MYD88	IRAK4			MGI:108005	MGI:2182474	12538665:0007:LC|19378012:0090:LC|12538665:0018:LC
P22366	Q99JY1	MYD88	TIRAP			MGI:108005	MGI:2152213	19378012:0090:LC|30108181:0018:LC
P22366	Q9QUK6	MYD88	TLR4			MGI:108005	MGI:96824	19378012:0090:LC|12941697:0018:LC
P22605	P22605	RARB	RARB			MGI:97857	MGI:97857	15528208:0114:LC
P22605	P28700	RARB	RXRA			MGI:97857	MGI:98214	15528208:0114:LC
P22605	Q8C0D7	RARB	ING4			MGI:97857	MGI:107307	20211142:0018:HT|20211142:0397:HT
P22605	Q925J9	RARB	MED1			MGI:97857	MGI:1100846	15528208:0114:LC
P22682	P22682	CBL	CBL			MGI:88279	MGI:88279	PDB_2D9S:0114:LC
P22682	P48025	CBL	SYK			MGI:88279	MGI:99515	9079685:0018:LC|9079685:0019:LC|9535867:0018:LC
P22723	Q8R3R8	GABRG2	GABARAPL1		MNCB-0091	MGI:95623	MGI:1914980	33436612:0114:LC
P22892	P22892	AP1G1	AP1G1			MGI:101919	MGI:101919	15377783:0114:LC|12176391:0114:LC|22143762:0114:LC
P22892	P35585	AP1G1	AP1M1			MGI:101919	MGI:102776	23415225:0007:LC|24843023:0096:LC|23415225:0114:LC|23415225:0096:LC|30053425:0114:LC|24843023:0114:LC|15377783:0114:LC
P22892	P61967	AP1G1	AP1S1			MGI:101919	MGI:1098244	15377783:0114:LC
P23188	P23188	FURIN	FURIN			MGI:97513	MGI:97513	12794637:0114:LC
P23198	Q62318	CBX3	TRIM28			MGI:108515	MGI:109274	10562550:0096:LC|17381543:0004:LC|10562550:0004:LC|17381543:0055:LC|10562550:0018:LC|10562550:0415:LC
P23204	P28700	PPARA	RXRA			MGI:104740	MGI:98214	20211142:0018:HT|20211142:0397:HT
P23589	P23589	CA5A	CA5A			MGI:101946	MGI:101946	7479916:0114:LC|7929150:0114:LC
P23611	Q60821	IRF8	ZBTB17			MGI:96395	MGI:107410	12904288:0018:LC|18045875:0090:LC
P23708	P33242	NFYA	NR5A1			MGI:97316	MGI:1346833	20211142:0018:HT
P23772	P23772	GATA3	GATA3			MGI:95663	MGI:95663	18621058:0114:LC
P23772	Q925J9	GATA3	MED1			MGI:95663	MGI:1100846	20211142:0018:HT
P23772	Q9JKD8	GATA3	TBX21			MGI:95663	MGI:1888984	20211142:0018:HT
P23780	P23780	GLB1	GLB1			MGI:88151	MGI:88151	33980489:0114:LC
P23798	Q9QWH1	PCGF2	PHC2			MGI:99161	MGI:1860454	12034499:0018:LC|12034499:0004:LC|12183370:0018:LC
P23804	P23804	MDM2	MDM2			MGI:96952	MGI:96952	18566590:0415:LC|17086174:0415:LC
P23812	P60898	HOXD12	POLR2I			MGI:96204	MGI:1917170	20211142:0018:HT|20211142:0397:HT
P23812	P61202	HOXD12	COPS2			MGI:96204	MGI:1330276	20211142:0018:HT|20211142:0397:HT
P23812	P61216	HOXD12	TAF13			MGI:96204	MGI:1913500	20211142:0018:HT|20211142:0397:HT
P23812	Q07916	HOXD12	POU6F1			MGI:96204	MGI:102935	20211142:0018:HT|20211142:0397:HT
P23812	Q60954	HOXD12	MEIS1			MGI:96204	MGI:104717	15617687:0018:LC|20211142:0397:HT
P23812	Q8BZZ3	HOXD12	WWP1			MGI:96204	MGI:1861728	20211142:0018:HT|20211142:0397:HT
P23812	Q8R4I4	HOXD12	GTF2A1L			MGI:96204	MGI:1919078	20211142:0018:HT|20211142:0397:HT
P23812	Q99M28	HOXD12	RNPS1			MGI:96204	MGI:97960	20211142:0018:HT|20211142:0397:HT
P23812	Q9Z2U2	HOXD12	ZFP292			MGI:96204	MGI:1353423	20211142:0018:HT|20211142:0397:HT
P23818	P23818	GRIA1	GRIA1			MGI:95808	MGI:95808	33981040:0114:LC
P23818	P23819	GRIA1	GRIA2			MGI:95808	MGI:95809	33981040:0114:LC
P23818	Q8VHW2	GRIA1	CACNG8			MGI:95808	MGI:1932376	33981040:0114:LC
P23819	P23819	GRIA2	GRIA2			MGI:95809	MGI:95809	33981040:0114:LC
P23819	Q8VHW2	GRIA2	CACNG8			MGI:95809	MGI:1932376	33981040:0114:LC
P23906	P23906	IRF2	IRF2			MGI:96591	MGI:96591	10487755:0114:LC
P23950	P61458	ZFP36L1	PCBD1			MGI:107946	MGI:94873	20211142:0018:HT|20211142:0397:HT
P23979	P23979	HTR3A	HTR3A			MGI:96282	MGI:96282	25119048:0071:LC|33594077:0114:LC|32726573:0114:LC|30401837:0114:LC|25119048:0114:LC|25119048:0020:LC|30401839:0114:LC|33063666:0114:LC|31324772:0114:LC|26724993:0020:LC|29410406:0114:LC
P24472	P24472	GSTA4	GSTA4			MGI:1309515	MGI:1309515	10508391:0114:LC|9498801:0114:LC
P24610	P32442	PAX3	MEOX1			MGI:97487	MGI:103220	20211142:0018:HT|11423130:0004:LC|11423130:0018:LC
P24610	P32443	PAX3	MEOX2			MGI:97487	MGI:103219	20211142:0018:HT|11423130:0004:LC|11423130:0018:LC
P25206	P49718	MCM3	MCM5			MGI:101845	MGI:103197	12614612:0018:HT
P25206	P97310	MCM3	MCM2			MGI:101845	MGI:105380	12614612:0018:HT
P25206	Q61881	MCM3	MCM7			MGI:101845	MGI:1298398	12614612:0018:HT
P25206	Q62193	MCM3	RPA2			MGI:101845	MGI:1339939	12614612:0018:HT
P25206	Q9QZ41	MCM3	DBF4			MGI:101845	MGI:1351328	12614612:0018:HT
P25206	Q9WUV0	MCM3	ORC5			MGI:101845	MGI:1347044	12614612:0018:HT
P25206	Q9Z1X9	MCM3	CDC45			MGI:101845	MGI:1338073	12614612:0018:HT
P25233	Q61221	NDN	HIF1A			MGI:97290	MGI:106918	15978586:0398:LC|15978586:0007:LC|17826745:0004:LC|17826745:0018:LC
P25322	P30285	CCND1	CDK4			MGI:88313	MGI:88357	12588994:0007:LC|12588994:0019:LC|12588994:0004:LC|16331266:0018:LC|12588994:0071:LC
P25425	P25425	POU2F1	POU2F1			MGI:101898	MGI:101898	20211142:0018:HT|20211142:0397:HT
P25425	Q08624	POU2F1	HOXC4			MGI:101898	MGI:96195	20211142:0018:HT|20211142:0397:HT
P25425	Q61179	POU2F1	IRF9			MGI:101898	MGI:107587	20211142:0018:HT|20211142:0397:HT
P25425	Q9CXE0	POU2F1	PRDM5			MGI:101898	MGI:1918029	20211142:0018:HT|20211142:0397:HT
P25446	P25446	FAS	FAS			MGI:95484	MGI:95484	20935634:0114:LC|26853147:0114:LC
P25446	P63280	FAS	UBE2I			MGI:95484	MGI:107365	11034606:0018:LC|9257699:0018:LC
P25799	P25799	NFKB1	NFKB1			MGI:97312	MGI:97312	15296742:0114:LC|9556555:0018:LC|7530332:0114:LC|12886018:0114:LC|9556555:0096:LC|23485337:0114:LC
P25799	P58929	NFKB1	GMEB2			MGI:97312	MGI:2652836	20211142:0018:HT|20211142:0397:HT
P25799	Q04207	NFKB1	RELA			MGI:97312	MGI:103290	20211142:0397:HT|9556555:0018:LC|12005436:0114:LC|9556555:0096:LC|11970949:0114:LC|21056038:0107:LC|11970948:0114:LC|9865694:0114:LC|19887633:0096:LC|19887633:0071:LC|19887633:0107:LC|9450761:0114:LC|9405619:0018:LC|7530332:0114:LC
P25799	Q04863	NFKB1	RELB			MGI:97312	MGI:103289	20211142:0397:HT|17869269:0114:LC|20211142:0018:HT|23485337:0114:LC
P25799	Q8C5D8	NFKB1	PIAS2			MGI:97312	MGI:1096566	20211142:0018:HT|20211142:0397:HT
P25799	Q8CE64	NFKB1	ZNF276			MGI:97312	MGI:1888495	20211142:0018:HT|20211142:0397:HT
P25799	Q9EST8	NFKB1	NFKBIZ			MGI:97312	MGI:1931595	20211142:0018:HT|20211142:0397:HT
P25799	Q9WTK5	NFKB1	NFKB2			MGI:97312	MGI:1099800	20211142:0018:HT|20211142:0397:HT
P25801	P70662	LMO2	LDB1			MGI:102811	MGI:894762	20211142:0018:HT|20211142:0397:HT|26764384:0018:LC|26764384:0004:LC
P25911	P25911	LYN	LYN			MGI:96892	MGI:96892	25587033:0114:LC
P25911	Q62120	LYN	JAK2			MGI:96892	MGI:96629	15007095:0424:LC|9573010:0047:LC|9573010:0004:LC
P25916	Q64028	BMI1	PHC1			MGI:88174	MGI:103248	9571155:0004:LC|9571155:0018:LC|18650381:0071:LC|9571155:0019:LC
P25916	Q9CQJ4	BMI1	RNF2			MGI:88174	MGI:1101759	16710298:0096:LC|18650381:0096:LC|12183370:0018:LC|16359901:0096:LC|16710298:0114:LC|16359901:0007:LC|18650381:0071:LC|16359901:0071:LC|9627119:0018:LC
P25916	Q9QWH1	BMI1	PHC2			MGI:88174	MGI:1860454	12183370:0018:LC|9627119:0018:LC
P25976	Q8K202	UBTF	POLR1E			MGI:98512	MGI:1929022	20211142:0018:HT
P26039	P26039	TLN1	TLN1			MGI:1099832	MGI:1099832	PDB_6TWN:0114:LC|19297334:0114:LC|22710802:0114:LC|15623515:0114:LC|15272303:0114:LC|18157087:0114:LC|19176533:0114:LC|30673614:0114:LC
P26039	Q8R5A3	TLN1	APBB1IP			MGI:1099832	MGI:1861354	25465129:0096:LC|25465129:0114:LC
P26043	P26043	RDX	RDX			MGI:97887	MGI:97887	16582480:0114:LC|16615918:0114:LC|17459884:0114:LC|18076570:0114:LC
P26043	P35330	RDX	ICAM2			MGI:97887	MGI:96394	16615918:0107:LC|12554651:0114:LC
P26043	Q61391	RDX	MME			MGI:97887	MGI:97004	17459884:0114:LC
P26043	Q62170	RDX	SELPLG			MGI:97887	MGI:106689	18076570:0114:LC
P26231	P26231	CTNNA1	CTNNA1			MGI:88274	MGI:88274	32915141:0114:LC|23417122:0067:LC|11907041:0114:LC|23589308:0114:LC|30504777:0114:LC|31653927:0114:LC|23417122:0071:LC
P26231	Q02248	CTNNA1	CTNNB1			MGI:88274	MGI:88276	10882138:0114:LC|17113272:0018:LC
P26231	Q64727	CTNNA1	VCL			MGI:88274	MGI:98927	29542234:0114:LC
P26262	P26262	KLKB1	KLKB1			MGI:102849	MGI:102849	PDB_5GVT:0114:LC|30019481:0114:LC
P26350	Q9Z2X8	PTMA	KEAP1			MGI:97803	MGI:1858732	18391415:0114:LC
P26361	P26361	CFTR	CFTR			MGI:88388	MGI:88388	15619636:0114:LC|14685259:0114:LC|22265409:0114:LC
P26369	P26369	U2AF2	U2AF2			MGI:98886	MGI:98886	PDB_4Z2X:0114:LC|PDB_3V4M:0114:LC
P26369	Q8VH51	U2AF2	RBM39			MGI:98886	MGI:2157953	27050129:0114:LC|PDB_4RU2:0114:LC
P26450	Q9QYY0	PIK3R1	GAB1			MGI:97583	MGI:108088	11445578:0096:LC|10871282:0007:LC|10871282:0018:LC|11445578:0405:LC
P26450	Q9Z1A1	PIK3R1	TFG			MGI:97583	MGI:1338041	11591653:0397:HT
P26954	P26954	CSF2RB2	CSF2RB2			MGI:1339760	MGI:1339760	25137390:0114:LC
P27038	Q9D6K5	ACVR2A	SYNJ2BP			MGI:102806	MGI:1344347	16648306:0007:LC|11451568:0018:LC|16648306:0018:LC
P27038	Q9WVQ1	ACVR2A	MAGI2			MGI:102806	MGI:1354953	16648306:0018:LC|11451568:0018:LC|10681527:0004:LC|10681527:0018:LC
P27048	P97801	SNRPB	SMN1			MGI:98342	MGI:109257	11591653:0397:HT
P27090	P27090	TGFB2	TGFB2			MGI:98726	MGI:98726	28228478:0114:LC
P27577	P27577	ETS1	ETS1			MGI:95455	MGI:95455	12221090:0114:LC|20211142:0018:HT|30597162:0114:LC
P27600	P27600	GNA12	GNA12			MGI:95767	MGI:95767	16388592:0114:LC
P27601	P27601	GNA13	GNA13			MGI:95768	MGI:95768	21507947:0114:LC
P27782	Q02248	LEF1	CTNNB1			MGI:96770	MGI:88276	16293619:0065:LC|21075118:0114:LC|15768032:0405:LC|15768032:0004:LC
P27782	Q9JM05	LEF1	PIAS4			MGI:96770	MGI:2136940	20211142:0018:HT
P27811	P27811	KLRB1A	KLRB1A			MGI:107540	MGI:107540	22139156:0114:LC
P27870	P27870	VAV1	VAV1			MGI:98923	MGI:98923	11406576:0114:LC
P27889	P61458	HNF1B	PCBD1			MGI:98505	MGI:94873	20211142:0018:HT|20211142:0397:HT
P28028	P31938	BRAF	MAP2K1			MGI:88190	MGI:1346866	8668348:0018:LC|9733801:0019:LC|9733801:0018:LC
P28028	Q63932	BRAF	MAP2K2			MGI:88190	MGI:1346867	8668348:0018:LC|9733801:0018:LC
P28063	Q9R1P1	PSMB8	PSMB3			MGI:1346527	MGI:1347014	22341445:0114:LC
P28063	Q9R1P3	PSMB8	PSMB2			MGI:1346527	MGI:1347045	22341445:0114:LC
P28063	Q9Z2U0	PSMB8	PSMA7			MGI:1346527	MGI:1347070	22341445:0114:LC
P28063	Q9Z2U1	PSMB8	PSMA5			MGI:1346527	MGI:1347009	22341445:0114:LC
P28076	P28076	PSMB9	PSMB9			MGI:1346526	MGI:1346526	22341445:0114:LC
P28076	P99026	PSMB9	PSMB4			MGI:1346526	MGI:1098257	22341445:0114:LC
P28076	Q9QUM9	PSMB9	PSMA6			MGI:1346526	MGI:1347006	22341445:0114:LC
P28078	Q31099	H2-DMA	H2-DMB2			MGI:95921	MGI:95923	9768758:0114:LC
P28357	P60898	HOXD9	POLR2I			MGI:96210	MGI:1917170	20211142:0018:HT|20211142:0397:HT
P28357	Q9Z2U2	HOXD9	ZFP292			MGI:96210	MGI:1353423	20211142:0018:HT|20211142:0397:HT
P28359	P41778	HOXD10	PBX1			MGI:96202	MGI:97495	20211142:0018:HT|20211142:0397:HT
P28359	Q9Z2U2	HOXD10	ZFP292			MGI:96202	MGI:1353423	20211142:0018:HT|20211142:0397:HT
P28481	P28481	COL2A1	COL2A1			MGI:88452	MGI:88452	24534192:0114:LC
P28574	P28574	MAX	MAX			MGI:96921	MGI:96921	20211142:0018:HT|8479534:0114:LC
P28574	P50538	MAX	MXD1			MGI:96921	MGI:96908	20211142:0018:HT
P28574	P50540	MAX	MXI1			MGI:96921	MGI:97245	20211142:0018:HT
P28574	Q80US8	MAX	MXD3			MGI:96921	MGI:104987	20211142:0018:HT|9528857:0018:LC
P28574	Q91VN7	MAX	MXD4			MGI:96921	MGI:104991	20211142:0018:HT|9528857:0018:LC
P28650	P28650	ADSS1	ADSS1			MGI:87947	MGI:87947	12004071:0114:LC|11560929:0114:LC
P28653	Q9R1Z7	BGN	PTS			MGI:88158	MGI:1338783	11591653:0397:HT
P28700	P35396	RXRA	PPARD			MGI:98214	MGI:101884	20211142:0018:HT|20211142:0397:HT
P28700	Q64127	RXRA	TRIM24			MGI:98214	MGI:109275	8978696:0018:LC|7744009:0004:LC|7744009:0018:LC
P28700	Q925J9	RXRA	MED1			MGI:98214	MGI:1100846	15528208:0114:LC
P28700	Q9Z0Y9	RXRA	NR1H3			MGI:98214	MGI:1352462	20211142:0018:HT|20211142:0397:HT
P28705	P35396	RXRG	PPARD			MGI:98216	MGI:101884	20211142:0018:HT|20211142:0397:HT
P28705	P37242	RXRG	THRB			MGI:98216	MGI:98743	20211142:0018:HT|20211142:0397:HT
P28705	P45481	RXRG	CREBBP			MGI:98216	MGI:1098280	20211142:0018:HT|8616895:0018:LC
P28705	Q60644	RXRG	NR1H2			MGI:98216	MGI:1352463	20211142:0018:HT|20211142:0397:HT
P28705	Q925B0	RXRG	PAWR			MGI:98216	MGI:2149961	20211142:0018:HT|20211142:0397:HT
P28705	Q9Z0Y9	RXRG	NR1H3			MGI:98216	MGI:1352462	20211142:0018:HT|20211142:0397:HT
P28738	P28738	KIF5C	KIF5C			MGI:1098269	MGI:1098269	25777528:0114:LC
P28867	P28867	PRKCD	PRKCD			MGI:97598	MGI:97598	23283232:0114:LC
P29037	P61216	TBP	TAF13			MGI:101838	MGI:1913500	20211142:0018:HT|20211142:0397:HT
P29037	P97357	TBP	TAF1A			MGI:101838	MGI:109578	20211142:0018:HT
P29037	P97358	TBP	TAF1B			MGI:101838	MGI:109577	20211142:0018:HT
P29037	Q6PDZ2	TBP	TAF1C			MGI:101838	MGI:109576	20211142:0018:HT
P29352	P41241	PTPN22	CSK			MGI:107170	MGI:88537	11685249:0114:LC
P29391	P29391	FTL1	FTL1			MGI:95589	MGI:95589	33166133:0114:LC|11591653:0018:HT|11591653:0397:HT
P29391	P63017	FTL1	HSPA8			MGI:95589	MGI:105384	11591653:0397:HT
P29391	Q8BQC3	FTL1	IGDCC3			MGI:95589	MGI:1202390	11591653:0397:HT
P29477	P29477	NOS2	NOS2			MGI:97361	MGI:97361	8995432:0018:LC|15071192:0114:LC|12464241:0114:LC|21684157:0114:LC|18849972:0114:LC|20659888:0114:LC|9271491:0114:LC|12437348:0114:LC|12954642:0114:LC|9516116:0114:LC|11669619:0114:LC|21398123:0114:LC|14599013:0114:LC|10562539:0114:LC|10769116:0114:LC
P29752	P29752	LALBA	LALBA			MGI:96742	MGI:96742	11419947:0114:LC|15736931:0114:LC|16497331:0114:LC|11485999:0114:LC|11916963:0114:LC
P30051	Q9EPK5	TEAD1	WWTR1			MGI:101876	MGI:1917649	20211142:0018:HT|20211142:0397:HT
P30204	P30204	MSR1	MSR1			MGI:98257	MGI:98257	31653705:0114:LC
P30282	Q8BH16	CCND3	FBXL2			MGI:88315	MGI:1919429	22020328:0004:LC|22020328:0415:LC|22024926:0415:LC
P30412	P30412	PPIC	PPIC			MGI:97751	MGI:97751	8265636:0114:LC|8265633:0114:LC
P30561	P30561	AHR	AHR			MGI:105043	MGI:105043	24001774:0114:LC
